"","caseno","popbasesec","country","region","la_group","residence_type","add1yr","ageh","agehrp","aggdtwpew11g","ahchuk11","carer","carsnoc","cenheat","clients01","clients02","clients03","clients04","clients05","clients06","clients07","clients08","clients09","clients10","clients11","clients12","clients13","clients14","clients15","clients16","clients17","clients18","clients19","clients20","clients21","cobg","cobhukrcg","concealed","depedhuk11","depemhuk11","dephdhuk11","dephshuk11","deprived","disability","dpcfamuk11","ecopuk11","empstat","estnaturei","ethhuk11","ethnicityew","everwork","fmspuk11","health","hhldlang11","hlqupuk11","hours","housecarer","identityg","illhuk11g","indgpuk11","intention","iscog","landlordew","langprf","larpuk11","lastyrwrkg","mainglangg","marstat","meighuk11","mighuk11","mltrlg","movefromg","moveregion","natidbpuk11","natidepuk11","natidipuk11","natidnipuk11","natidopuk11","natidspuk11","natidwpuk11","nssec","nsshuk11","occg","passports","penexactpuk11","penhuk11","penpuk11","position","pproomhuk11","psptelog","relato","religionew","rtntypeg","scaddtyp","scghuk11","scgpuk11c","selfcon","sex","single","sizhuk11","sscaddcpew11","stapuk11","student","supervisor","tenduk11","tenure","transport","transport_2001","typaccom","unemphist","visitorsg","wg1famuk11","wkpladdewni","wlshread","wlshspeak","wlshstnd","wlshwrit","wpzhome","wrkplaceew","yradindstud","yrarr_yearg"
"1245432",2307734,1,1,2,184,2,1,7,4,1,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,2,2,1,NA,1,1,NA,3,1,1,12,3,0,NA,0,10,NA,24,NA,NA,3,1,1,5,2,0,6,1,NA,1,4,7,4,3,4,4,4.2,3.2,24,1,0,NA,0,NA,2,NA,3,2,1,NA,1,1,1,2,2,3,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2110036",394804,1,1,2,189,2,1,10,7,1,10,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,3,3,4,3,NA,1,1,NA,3,2,1,14,4,2,NA,1,6,NA,14,NA,NA,1,1,1,2,2,0,5,1,NA,2,2,7,4,3,4,4,8.1,8.1,12,1,0,NA,0,NA,1,NA,NA,1,1,NA,2,2,1,1,2,3,1,NA,2,1,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1968150",2319852,1,1,2,190,2,1,5,7,2,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,8,1,NA,1,1,NA,5,1,1,14,1,0,NA,0,4,NA,42,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,15,3.1,72,1,0,NA,0,NA,2,NA,4,2,1,NA,1,1,1,2,2,4,1,1,1,2,1,2,8,8,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2366980",354916,1,1,2,186,2,2,6,5,4,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,2,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,0,14,NA,53,NA,NA,3,1,1,1,2,2,3,5,3,3,1,7,4,3,4,4,7.2,13.3,61,1,0,NA,0,NA,2,NA,3,1,1,NA,4,4,1,2,2,3,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1487308",2291511,1,1,2,184,2,1,8,5,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,2,1,15,3,0,NA,0,2,NA,13,NA,NA,4,1,1,1,1,0,1,1,NA,3,1,7,4,3,4,4,2,2,11,1,0,NA,0,NA,1,NA,NA,2,1,NA,1,1,1,1,1,1,1,NA,2,1,1,2,7,7,3,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"915756",2272741,1,1,2,182,2,1,13,11,8,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,5,2,NA,1,1,NA,3,1,1,10,1,0,NA,0,3,NA,43,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,9.1,9.1,41,1,1,8,0,NA,1,NA,1,2,1,NA,NA,3,1,2,2,2,1,NA,2,1,0,1,1,1,1,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"1886077",2287192,1,1,2,183,2,1,4,6,2,10,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,5,1,1,14,3,0,NA,0,12,NA,72,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,11.1,3.2,52,1,0,NA,0,NA,2,NA,4,2,1,NA,2,2,1,1,2,4,1,NA,2,2,1,2,7,7,1,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1684261",2334501,1,1,2,191,2,1,9,6,4,9,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,2,1,NA,1,1,NA,3,2,1,12,3,0,NA,0,5,NA,42,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,7.2,7.2,72,1,0,NA,0,NA,2,NA,NA,2,1,NA,2,2,1,1,2,5,1,NA,2,2,0,1,3,3,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1248765",387650,1,1,2,189,2,1,8,5,2,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,1,1,NA,1,1,NA,6,2,1,14,2,0,NA,0,14,NA,53,NA,NA,7,1,1,5,2,0,2,1,NA,3,1,7,4,3,4,4,7.3,7.3,61,1,0,NA,0,NA,1,NA,NA,2,1,NA,4,4,1,2,1,2,1,NA,2,2,1,2,7,7,2,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"1536785",395050,1,1,2,189,2,1,13,10,9,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,2,0,1,0,0,2,3,1,6,2,NA,11,11,NA,3,1,1,14,4,0,NA,0,9,NA,83,NA,NA,1,1,1,2,4,0,2,1,NA,1,4,7,4,3,4,4,9.1,9.1,82,4,0,NA,0,NA,1,4,NA,2,1,NA,4,4,1,1,2,2,1,NA,2,2,1,2,7,7,3,NA,0,1,3,NA,NA,NA,NA,2,1,0,4
"1913454",355936,1,1,2,186,2,1,12,9,1,7,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,15,3,1,NA,0,9,NA,42,NA,NA,1,1,1,2,2,0,6,1,NA,2,2,7,4,3,4,4,7.2,7.2,72,1,0,NA,0,NA,1,NA,NA,9,1,NA,2,2,1,2,2,2,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2454160",2313840,1,1,2,184,2,1,5,3,1,9,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,4,2,1,2,1,NA,8,8,NA,3,3,2,15,4,2,NA,1,13,NA,33,2,NA,1,1,1,2,2,2,8,1,NA,1,4,7,4,3,4,4,5,12.1,41,1,0,NA,0,NA,4,NA,6,9,2,NA,4,4,1,1,2,7,1,NA,2,2,3,4,10,10,3,NA,3,1,1,NA,NA,NA,NA,3,3,0,NA
"1547781",2333086,1,1,2,191,2,1,9,6,2,9,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,2,6,1,1,NA,1,1,NA,3,2,1,15,2,0,NA,1,14,NA,22,NA,NA,3,1,1,5,2,0,5,1,NA,3,1,7,4,3,4,4,4.1,11.1,22,1,0,NA,0,NA,2,NA,3,2,1,NA,3,3,1,2,2,6,1,NA,2,1,1,2,7,7,1,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1085909",2324867,1,1,2,190,2,1,8,5,8,8,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,2,0,0,0,0,1,3,6,1,1,NA,1,1,NA,3,1,1,15,2,0,NA,0,10,NA,52,NA,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,7.2,8.1,41,1,0,NA,0,NA,2,NA,1,5,2,NA,2,2,1,2,2,5,1,NA,2,2,1,2,7,1,1,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"2443414",2327617,1,1,2,191,2,1,8,6,5,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,0,8,NA,33,NA,NA,1,1,1,2,2,0,5,1,NA,2,2,7,4,3,4,4,3.2,3.4,35,1,0,NA,0,NA,1,NA,1,2,1,NA,2,2,1,2,2,3,1,NA,2,1,1,2,7,7,1,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1246298",345166,1,1,2,185,2,1,12,10,4,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,1,1,NA,1,1,NA,3,1,1,15,2,0,NA,0,14,NA,33,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,6,8.1,41,1,0,NA,0,NA,1,NA,1,2,1,NA,3,3,1,2,2,2,1,NA,2,1,1,2,7,7,1,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1248257",378995,1,1,2,188,2,1,12,9,8,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,2,1,2,1,NA,1,1,NA,3,3,1,14,3,0,NA,2,2,NA,24,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,3.2,3.2,35,1,0,NA,0,NA,1,NA,NA,2,2,NA,2,2,1,1,2,2,1,NA,2,2,1,2,1,1,2,NA,0,1,2,NA,NA,NA,NA,1,2,0,NA
"754502",2309144,1,1,2,184,2,3,6,3,1,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,12,3,0,NA,0,4,NA,52,3,NA,3,1,1,1,2,1,3,2,3,3,1,7,4,3,4,4,5,12.4,12,1,0,NA,0,NA,2,NA,3,1,1,NA,3,3,1,2,2,2,1,NA,2,1,5,4,10,10,4,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"101223",360436,1,1,2,187,2,2,5,2,1,7,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,2,1,NA,6,6,NA,2,1,1,15,4,0,NA,0,15,NA,44,NA,NA,4,1,1,1,5,2,3,1,3,1,4,7,4,3,4,4,7.1,7.1,41,1,0,NA,0,NA,1,NA,NA,1,2,NA,2,2,1,1,2,2,1,NA,2,1,0,1,10,10,4,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"1694954",2283501,1,1,2,183,2,1,13,10,8,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,2,1,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,1,3,NA,71,NA,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,11.1,10,53,1,0,NA,0,NA,1,NA,1,2,1,NA,3,3,1,1,2,2,1,NA,2,2,0,1,7,1,2,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"922473",2334627,1,1,2,191,2,1,6,3,9,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,15,3,0,NA,0,5,NA,25,NA,NA,3,1,1,1,2,0,5,1,NA,3,1,7,4,3,4,4,3.2,3.2,21,1,0,NA,0,NA,1,NA,NA,1,2,NA,1,1,1,1,2,2,1,NA,2,1,1,2,7,7,2,NA,0,2,3,NA,NA,NA,NA,2,1,0,NA
"1984395",340943,1,1,2,185,2,1,10,9,2,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,2,1,NA,1,1,NA,3,2,1,15,3,2,NA,0,14,NA,22,NA,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,4.1,4.1,22,1,0,NA,0,NA,1,NA,1,2,1,NA,1,1,1,2,2,3,1,NA,2,1,1,2,8,8,3,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2246562",2337922,1,1,2,191,2,1,6,7,1,10,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,14,3,0,NA,0,8,NA,33,NA,NA,3,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,4.1,4.1,35,1,0,NA,0,NA,2,NA,12,2,1,NA,2,2,1,1,2,4,1,NA,2,1,0,1,7,7,1,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1978900",2293955,1,1,2,184,2,1,7,4,4,4,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,2,1,NA,1,1,NA,6,1,1,15,4,2,NA,0,14,NA,53,NA,NA,4,1,1,1,2,0,2,1,NA,2,2,7,4,3,4,4,12.2,12.2,61,1,0,NA,0,NA,1,NA,NA,2,2,2,4,4,1,2,1,2,2,NA,2,1,1,2,3,3,2,NA,1,1,1,NA,NA,NA,NA,4,4,0,NA
"2776440",2284247,1,1,2,183,2,1,10,7,3,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,2,1,NA,1,1,NA,3,1,1,11,3,0,NA,0,4,NA,33,NA,NA,1,1,1,2,2,0,3,1,NA,2,2,7,4,3,4,4,4.2,4.2,35,1,0,NA,0,NA,2,NA,NA,1,1,NA,2,2,1,1,2,4,1,NA,2,2,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"2427046",2322577,1,1,2,190,2,1,10,6,2,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,1,1,NA,3,1,NA,3,1,1,15,2,0,NA,0,4,NA,52,NA,NA,1,1,1,2,4,0,2,1,NA,3,1,7,4,3,4,4,10,3.1,71,1,0,NA,0,NA,2,NA,1,2,2,NA,1,1,1,2,2,4,1,NA,2,1,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2295789",2303421,1,1,2,184,2,2,5,3,2,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,0,0,2,3,NA,6,2,NA,1,1,NA,2,1,1,15,3,0,NA,0,7,NA,26,3,NA,4,1,1,1,2,2,3,1,3,3,1,7,4,3,4,4,4.3,7.1,34,1,0,NA,0,NA,2,NA,13,1,1,5,2,2,1,1,2,4,2,NA,2,1,5,4,7,7,2,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"2274067",2330699,1,1,2,191,2,1,7,10,5,10,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,1,1,0,3,2,1,2,1,NA,1,1,NA,5,2,1,14,3,0,NA,2,12,NA,33,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,7.1,9.1,41,1,0,NA,0,NA,2,NA,4,2,1,NA,3,3,1,2,2,4,1,NA,2,2,0,1,3,3,3,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"1536784",394313,1,1,2,189,2,1,4,7,4,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,3,3,8,1,NA,1,1,NA,7,1,1,11,3,0,NA,1,14,NA,33,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,15,12.1,72,8,0,NA,0,NA,1,NA,4,2,1,NA,4,4,1,2,1,2,1,1,1,1,0,1,3,3,3,NA,2,1,1,NA,NA,NA,NA,4,4,0,NA
"1246508",348705,1,1,2,185,2,1,9,6,3,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,1,0,0,0,2,3,NA,2,1,NA,7,7,NA,2,3,4,16,3,0,5,0,5,NA,44,NA,2,5,1,9,2,1,0,1,1,NA,2,4,7,4,2,4,4,12.2,12.2,92,1,0,NA,0,NA,1,NA,NA,6,1,NA,3,3,1,1,1,1,1,NA,2,2,0,1,4,4,3,NA,0,NA,1,NA,NA,NA,NA,4,4,0,7
"1243890",2281343,1,1,2,182,2,2,5,2,1,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,2,3,NA,1,1,NA,1,1,NA,2,1,1,11,2,0,NA,0,7,NA,42,3,NA,4,1,1,1,1,1,1,2,3,3,1,7,4,3,4,4,7.1,7.1,41,8,0,NA,0,NA,1,NA,NA,1,1,NA,2,2,1,1,1,1,1,NA,2,2,5,4,10,10,4,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"2694648",382003,1,1,2,188,2,1,12,9,4,10,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2,0,0,0,0,1,3,1,6,2,NA,9,9,NA,3,2,2,10,3,0,NA,0,6,NA,14,NA,NA,1,1,1,2,5,2,8,1,NA,1,4,7,4,3,4,4,9.1,9.1,12,1,0,NA,0,NA,2,NA,NA,1,1,NA,2,2,1,1,2,5,1,NA,2,1,1,2,7,7,1,NA,0,2,1,NA,NA,NA,NA,4,4,0,5
"1847846",2297494,1,1,2,184,2,1,11,8,2,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2,1,0,0,0,2,3,3,1,1,NA,9,9,NA,3,3,3,11,1,0,1,0,4,NA,52,NA,3,1,1,9,2,2,0,3,1,NA,3,4,7,4,1,4,4,12.1,8.1,71,7,0,NA,0,NA,2,1,1,1,1,NA,2,2,1,2,2,3,1,NA,2,2,1,2,8,8,3,NA,0,2,1,NA,NA,NA,NA,3,3,0,7
"2415974",2268975,1,1,2,182,2,1,8,5,3,2,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,1,1,15,3,0,NA,0,13,NA,23,NA,NA,4,1,1,1,1,0,1,1,NA,1,4,7,4,3,4,4,4.1,4.1,23,1,0,NA,0,NA,1,NA,NA,1,1,NA,1,1,1,2,1,1,1,NA,2,1,1,2,7,7,3,NA,0,NA,1,NA,NA,NA,NA,4,4,0,5
"2432499",2340595,1,1,2,191,2,1,9,6,2,10,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,3,3,2,1,NA,1,1,NA,3,2,1,15,3,2,NA,1,13,NA,23,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,4.1,13.3,23,1,0,NA,0,NA,1,NA,1,2,1,NA,4,4,1,2,2,3,1,NA,2,1,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2639912",2302436,1,1,2,184,2,1,6,10,8,10,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,2,0,0,1,0,2,3,1,2,1,NA,7,7,NA,5,1,2,15,3,2,NA,1,4,NA,14,NA,NA,4,1,1,1,2,0,2,1,NA,2,2,7,4,3,4,4,5,8.1,11,1,0,9,0,NA,2,NA,4,6,2,NA,2,2,1,1,2,7,1,NA,2,2,0,1,8,1,1,NA,0,1,2,NA,NA,NA,NA,1,2,0,NA
"2836842",46477,1,1,2,184,1,3,5,NA,7,NA,1,NA,NA,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,NA,NA,NA,NA,NA,NA,NA,3,NA,8,1,3,NA,1,NA,9,2,NA,14,1,NA,NA,NA,6,NA,94,NA,NA,NA,1,1,1,NA,NA,NA,11,13,1,4,7,4,3,4,4,15,NA,92,1,0,NA,0,1,NA,NA,NA,1,2,3,NA,NA,NA,1,NA,NA,3,3,1,2,NA,NA,8,8,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,0,NA
"2170055",385627,1,1,2,188,2,1,11,8,9,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,6,2,NA,1,1,NA,3,1,1,12,3,0,NA,0,3,NA,71,1,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,9.1,9.1,53,1,0,NA,0,NA,2,NA,NA,2,1,NA,3,3,1,1,2,4,1,NA,2,2,4,4,7,7,3,NA,0,1,3,NA,NA,NA,NA,2,1,0,NA
"1248916",390209,1,1,2,189,2,1,9,8,3,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,4,3,NA,1,1,NA,3,1,1,11,4,0,NA,0,8,NA,13,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,8.1,9.1,11,1,0,NA,0,NA,1,NA,1,2,1,NA,4,4,1,2,2,2,1,NA,2,1,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1864245",2306049,1,1,2,184,2,2,5,2,1,10,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,0,0,0,1,2,3,NA,8,1,NA,1,1,NA,2,1,1,14,1,0,NA,0,6,NA,51,3,NA,4,1,1,1,5,2,5,2,3,3,1,7,4,3,4,4,15,15,92,1,0,NA,0,NA,2,NA,13,1,2,3,2,2,1,2,2,7,2,5,1,2,5,4,10,10,3,NA,0,NA,1,NA,NA,NA,NA,3,3,1,NA
"1924497",2320643,1,1,2,190,2,1,11,8,1,2,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,2,3,NA,1,1,NA,1,1,NA,2,2,1,10,2,0,NA,0,4,NA,52,3,NA,7,1,1,5,1,0,1,1,NA,2,2,7,4,3,4,4,12.1,12.1,71,1,0,NA,0,NA,1,NA,NA,1,1,NA,4,4,1,2,1,1,1,NA,2,2,5,4,10,10,4,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"104559",2340065,1,1,2,191,2,1,11,8,5,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,3,1,11,3,0,NA,0,15,NA,12,NA,NA,3,1,1,1,2,0,2,1,NA,1,4,7,4,3,4,4,5,12.1,11,1,0,NA,0,NA,1,NA,3,2,1,NA,4,4,1,2,2,2,1,NA,2,1,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"265880",377143,1,1,2,188,2,2,5,2,1,7,1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,0,0,3,3,1,2,1,NA,1,1,NA,3,1,1,11,3,0,NA,0,4,NA,52,3,NA,3,1,1,1,2,1,3,1,3,3,1,7,4,3,4,4,12.1,12.1,71,1,0,NA,0,NA,2,NA,NA,1,1,NA,4,4,1,2,2,2,1,NA,2,2,5,4,10,10,4,NA,0,1,1,NA,NA,NA,NA,2,3,0,NA
"1733289",374249,1,1,2,188,2,1,10,7,1,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,6,2,NA,1,1,NA,2,2,1,14,4,1,NA,0,4,NA,24,NA,NA,4,1,1,1,1,0,1,1,NA,1,4,7,4,3,4,4,3.4,3.4,35,1,0,NA,0,NA,1,NA,NA,2,1,NA,2,2,1,2,1,1,1,NA,2,1,1,2,7,7,4,NA,0,NA,1,NA,NA,NA,NA,2,3,0,NA
"1940930",2330558,1,1,2,191,2,1,9,6,5,7,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,15,4,0,NA,0,13,NA,23,NA,NA,3,1,1,1,2,0,3,1,NA,1,4,7,4,3,4,4,4.1,4.1,23,1,0,NA,0,NA,1,NA,NA,1,2,NA,1,1,1,1,2,2,1,NA,2,2,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
