"","caseno","popbasesec","country","region","la_group","residence_type","add1yr","ageh","agehrp","aggdtwpew11g","ahchuk11","carer","carsnoc","cenheat","clients01","clients02","clients03","clients04","clients05","clients06","clients07","clients08","clients09","clients10","clients11","clients12","clients13","clients14","clients15","clients16","clients17","clients18","clients19","clients20","clients21","cobg","cobhukrcg","concealed","depedhuk11","depemhuk11","dephdhuk11","dephshuk11","deprived","disability","dpcfamuk11","ecopuk11","empstat","estnaturei","ethhuk11","ethnicityew","everwork","fmspuk11","health","hhldlang11","hlqupuk11","hours","housecarer","identityg","illhuk11g","indgpuk11","intention","iscog","landlordew","langprf","larpuk11","lastyrwrkg","mainglangg","marstat","meighuk11","mighuk11","mltrlg","movefromg","moveregion","natidbpuk11","natidepuk11","natidipuk11","natidnipuk11","natidopuk11","natidspuk11","natidwpuk11","nssec","nsshuk11","occg","passports","penexactpuk11","penhuk11","penpuk11","position","pproomhuk11","psptelog","relato","religionew","rtntypeg","scaddtyp","scghuk11","scgpuk11c","selfcon","sex","single","sizhuk11","sscaddcpew11","stapuk11","student","supervisor","tenduk11","tenure","transport","transport_2001","typaccom","unemphist","visitorsg","wg1famuk11","wkpladdewni","wlshread","wlshspeak","wlshstnd","wlshwrit","wpzhome","wrkplaceew","yradindstud","yrarr_yearg"
"1585728",2274470,1,1,2,182,2,1,12,9,2,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,0,12,NA,33,NA,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,5,5,41,1,0,NA,0,NA,1,NA,NA,2,2,NA,2,2,1,2,2,3,1,NA,2,1,0,1,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"920469",374075,1,1,2,188,2,1,8,6,3,9,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2,0,0,0,0,1,3,6,1,1,NA,8,8,NA,3,2,3,11,2,1,NA,0,5,NA,42,NA,1,1,1,5,2,2,0,6,1,NA,1,4,7,4,3,4,4,7.2,8.1,72,1,0,NA,0,NA,1,NA,1,6,2,NA,2,2,1,2,2,5,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,5
"2601766",377976,1,1,2,188,2,1,9,6,9,7,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,6,2,NA,1,1,NA,3,2,1,12,3,0,NA,0,3,NA,72,NA,NA,3,1,1,5,2,0,3,1,NA,3,1,7,4,3,4,4,9.1,9.1,52,1,0,NA,0,NA,1,NA,NA,1,1,NA,3,3,1,1,2,2,1,NA,2,1,1,2,7,7,2,NA,0,2,3,NA,NA,NA,NA,2,1,0,NA
"429206",373461,1,1,2,188,2,3,6,3,3,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,8,1,NA,1,1,NA,3,1,1,15,3,0,NA,0,14,NA,26,3,NA,1,1,1,2,2,1,3,4,3,3,1,7,4,3,4,4,15,4.1,22,1,0,NA,0,NA,1,NA,1,1,1,NA,2,2,1,2,2,2,1,7,1,2,5,4,4,4,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1084315",374647,1,1,2,188,2,1,12,9,7,10,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,4,3,NA,1,1,NA,3,3,1,15,3,0,NA,0,3,NA,11,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,1,1,11,1,0,NA,0,NA,1,NA,NA,2,2,NA,1,1,1,1,2,4,1,NA,2,1,1,2,7,7,1,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"1569575",2335922,1,1,2,191,2,1,13,10,1,7,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,1,0,3,3,1,2,1,NA,1,1,NA,3,1,1,16,3,1,NA,1,2,NA,74,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,11.1,11.1,52,8,0,NA,0,NA,1,NA,NA,2,1,NA,3,3,1,1,2,2,1,NA,2,2,0,1,7,7,2,NA,0,1,1,NA,NA,NA,NA,2,3,0,NA
"1334784",2320957,1,1,2,190,2,1,12,9,1,7,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,6,1,1,12,3,0,NA,0,5,NA,43,NA,NA,7,1,1,5,2,0,2,1,NA,3,1,7,4,3,4,4,7.1,7.1,41,1,0,NA,0,NA,1,NA,NA,2,1,NA,2,2,1,2,2,2,1,NA,2,2,1,2,10,10,1,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"431455",2335730,1,1,2,191,2,1,10,9,4,10,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,3,3,2,1,NA,1,1,NA,3,3,1,12,3,0,NA,2,4,NA,21,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,7.3,7.2,34,1,0,NA,0,NA,2,NA,1,2,2,NA,2,2,1,1,2,3,1,NA,2,2,1,2,7,7,3,NA,1,2,1,NA,NA,NA,NA,4,4,0,NA
"1085611",2323263,1,1,2,190,2,1,10,7,8,6,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,1,2,3,NA,6,2,NA,1,1,NA,2,1,1,15,3,1,NA,0,13,NA,23,NA,NA,5,1,1,2,2,0,3,1,NA,3,1,7,4,3,4,4,9.1,4.1,23,1,0,NA,0,NA,2,NA,13,1,2,NA,2,2,1,2,2,3,1,NA,2,2,1,2,1,1,4,NA,0,NA,2,NA,NA,NA,NA,1,2,0,NA
"756777",375836,1,1,2,188,2,1,6,3,4,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,12,3,0,NA,0,8,NA,13,NA,NA,3,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,5,5,11,1,0,NA,0,NA,1,NA,NA,2,1,NA,1,1,1,2,2,2,1,NA,2,2,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1700448",2313330,1,1,2,184,2,3,5,2,4,7,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,1,2,3,NA,8,1,NA,1,1,NA,2,2,1,14,1,0,NA,0,11,NA,53,3,NA,4,1,1,1,2,2,5,5,3,3,1,7,4,3,4,4,15,15,61,1,0,NA,0,NA,2,NA,NA,2,1,NA,2,2,1,2,2,2,1,5,1,2,5,4,5,5,4,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"1244543",2292588,1,1,2,184,2,1,9,7,4,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,10,3,0,NA,0,4,NA,43,NA,NA,3,1,1,1,2,0,3,1,NA,3,1,7,4,3,4,4,7.1,7.1,41,8,0,NA,0,NA,1,NA,3,1,1,NA,2,2,1,1,2,2,1,NA,2,2,1,2,8,8,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,5
"2169942",2297955,1,1,2,184,2,1,7,4,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,1,1,14,3,0,NA,0,11,NA,33,NA,NA,4,1,1,1,1,0,1,1,NA,3,1,7,4,3,4,4,7.1,7.1,42,1,0,NA,0,NA,1,NA,NA,2,1,NA,2,2,1,2,1,1,1,NA,2,2,1,2,10,10,4,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"1080584",2286908,1,1,2,183,2,1,12,10,1,7,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,14,3,1,NA,0,12,NA,34,NA,NA,1,1,1,2,2,0,2,1,NA,2,2,7,4,3,4,4,4.1,12.3,32,1,0,NA,0,NA,1,NA,1,2,2,NA,4,4,1,2,2,2,1,NA,2,1,0,1,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1891623",358312,1,1,2,186,2,1,10,7,8,6,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,6,2,NA,1,1,NA,3,2,1,10,3,0,NA,0,4,NA,72,2,NA,3,1,1,5,2,0,2,1,NA,1,4,7,4,3,4,4,9.1,9.1,52,8,0,NA,0,NA,2,NA,NA,2,1,NA,3,3,1,1,2,3,1,NA,2,2,3,4,1,1,3,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"918558",341449,1,1,2,185,2,3,11,8,2,10,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,1,0,0,2,3,1,2,1,NA,1,1,NA,6,2,1,12,3,0,NA,0,4,NA,31,3,NA,8,1,1,6,2,2,2,2,3,3,1,7,4,3,4,4,11.1,11.1,31,1,0,NA,0,NA,2,NA,NA,2,1,NA,2,2,1,2,2,3,1,NA,2,2,5,4,7,7,3,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"1908072",388616,1,1,2,189,2,1,12,9,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,1,1,15,3,0,NA,0,11,NA,41,NA,NA,4,1,1,1,1,0,1,1,NA,2,2,7,4,3,4,4,6,6,41,1,0,NA,0,NA,1,NA,NA,2,1,NA,2,2,1,1,1,1,1,NA,2,1,0,1,7,7,2,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"2279418",363864,1,1,2,187,2,1,8,5,2,8,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,6,2,1,NA,1,1,NA,3,2,1,14,3,0,NA,0,13,NA,53,NA,NA,3,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,7.2,3.1,61,1,0,NA,0,NA,2,NA,3,2,1,NA,2,2,1,2,2,5,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1782444",380363,1,1,2,188,2,1,4,9,2,7,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,8,1,NA,1,1,NA,7,2,1,11,2,0,NA,0,6,NA,94,NA,NA,4,1,1,1,2,0,5,1,NA,3,1,7,4,3,4,4,15,4.1,92,1,0,NA,0,NA,1,NA,4,1,2,NA,1,1,1,1,1,2,1,1,1,2,1,2,4,4,2,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"430271",391498,1,1,2,189,2,1,17,14,9,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,0,2,2,NA,6,2,NA,1,1,NA,1,3,1,13,3,0,NA,1,3,NA,61,2,NA,8,1,1,6,1,0,1,1,NA,3,1,7,4,3,4,4,9.1,9.1,51,1,1,1,1,NA,1,NA,NA,2,1,NA,NA,NA,1,1,1,1,1,NA,2,2,3,4,7,7,4,NA,0,NA,3,NA,NA,NA,NA,2,1,0,NA
"2273980",375197,1,1,2,188,2,1,6,7,3,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,2,0,0,1,0,2,3,1,2,1,NA,1,1,NA,8,2,2,15,3,0,NA,1,4,NA,52,5,NA,4,1,1,1,5,0,3,1,NA,1,4,7,4,3,4,4,7.2,8.1,71,1,0,NA,0,NA,1,NA,5,1,1,NA,2,2,1,2,2,4,1,NA,2,1,2,3,7,7,1,NA,1,1,1,NA,NA,NA,NA,4,4,0,7
"590716",2298254,1,1,2,184,2,1,7,4,4,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,1,2,3,NA,2,1,NA,1,1,NA,2,2,1,15,4,0,NA,0,4,NA,24,NA,NA,4,1,1,1,1,0,1,1,NA,3,1,7,4,3,4,4,4.2,4.2,24,1,0,NA,0,NA,1,NA,NA,2,2,NA,1,1,1,1,1,1,1,NA,2,1,1,2,7,7,4,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"2689043",2288380,1,1,2,183,2,1,7,4,3,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,1,0,0,2,3,1,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,0,13,NA,53,NA,NA,3,1,1,1,4,2,3,1,NA,3,1,7,4,3,4,4,7.2,7.2,61,1,0,NA,0,NA,1,NA,NA,1,1,NA,3,3,1,1,2,2,1,NA,2,2,1,2,7,7,3,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"2208123",2313131,1,1,2,184,2,1,7,4,8,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,2,5,2,NA,1,1,NA,3,2,2,16,2,0,NA,0,10,NA,34,5,NA,1,1,1,2,4,2,2,1,NA,1,4,7,4,3,4,4,9.1,9.1,34,1,0,NA,0,NA,2,NA,NA,2,1,NA,2,2,1,1,2,3,1,NA,2,2,7,4,7,1,3,NA,0,1,2,NA,NA,NA,NA,1,2,0,NA
"1520205",2302569,1,1,2,184,2,1,11,8,3,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,2,3,1,2,1,NA,1,1,NA,6,3,1,10,3,0,NA,0,2,NA,83,NA,NA,7,1,1,5,2,0,2,1,NA,3,1,7,4,3,4,4,13.3,13.3,82,1,0,NA,0,NA,1,NA,NA,2,1,NA,4,4,1,1,2,2,1,NA,2,2,1,2,7,7,3,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"427875",350689,1,1,2,186,2,1,10,7,8,6,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,2,0,0,0,0,1,3,2,4,3,NA,1,1,NA,3,1,1,11,4,0,NA,0,6,NA,14,NA,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,8.1,8.1,12,1,0,NA,0,NA,2,NA,1,2,2,NA,2,2,1,2,2,4,1,NA,2,1,1,2,7,1,3,NA,0,2,2,NA,NA,NA,NA,1,2,0,6
"752529",2270714,1,1,2,182,2,1,9,6,1,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,14,3,0,NA,0,2,NA,33,NA,NA,3,1,1,1,2,0,3,1,NA,1,4,7,4,3,4,4,7.1,7.1,41,1,0,NA,0,NA,1,NA,NA,1,2,NA,2,2,1,2,2,2,1,NA,2,2,1,2,4,4,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"2470512",2296017,1,1,2,184,2,1,7,4,1,7,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,4,3,NA,1,1,NA,3,2,1,15,3,0,NA,0,10,NA,26,NA,NA,1,1,1,2,2,0,5,1,NA,2,2,7,4,3,4,4,3.3,3.1,24,1,0,NA,0,NA,2,NA,1,1,1,NA,1,1,1,1,2,2,1,NA,2,1,0,1,10,10,4,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2410559",2310079,1,1,2,184,2,1,11,9,8,10,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,2,0,0,0,0,1,3,1,3,3,NA,1,1,NA,3,1,4,15,2,0,2,0,13,NA,51,NA,2,1,1,9,2,3,0,2,1,NA,2,4,7,4,2,4,4,8.1,8.1,82,4,0,NA,0,NA,1,2,1,2,1,NA,4,4,1,2,2,3,1,NA,2,2,1,2,7,1,3,NA,0,2,2,NA,NA,NA,NA,1,2,0,7
"752637",2284771,1,1,2,183,2,2,9,6,4,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,2,3,NA,2,1,NA,1,1,NA,2,2,1,11,4,0,NA,0,11,NA,14,NA,NA,6,1,1,4,2,2,5,1,3,3,1,7,4,3,4,4,5,5,12,1,0,8,0,NA,1,NA,NA,1,1,NA,2,2,1,1,2,2,1,NA,2,2,0,1,7,7,3,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"1427324",2286622,1,1,2,183,2,1,6,8,9,10,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,2,0,0,0,0,1,3,1,6,2,NA,7,7,NA,5,1,2,15,3,0,NA,0,4,NA,22,NA,NA,4,1,1,1,2,0,2,1,NA,2,2,7,4,3,4,4,4.3,9.1,22,1,0,NA,0,NA,2,NA,4,6,1,NA,4,4,1,1,2,6,1,NA,2,1,1,2,7,7,2,NA,0,1,3,NA,NA,NA,NA,2,1,0,NA
"2394336",2320397,1,1,2,190,2,1,10,6,9,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,5,2,NA,1,1,NA,3,1,1,11,2,0,NA,0,13,NA,51,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,9.1,7.1,82,1,0,NA,0,NA,2,NA,1,2,1,NA,2,2,1,1,2,4,1,NA,2,2,1,2,7,7,2,NA,0,2,3,NA,NA,NA,NA,2,1,0,NA
"1498425",2326364,1,1,2,190,2,1,12,9,8,9,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,1,3,3,6,3,3,NA,1,1,NA,3,1,1,12,2,0,NA,1,3,NA,71,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,8.1,8.1,53,8,0,NA,0,NA,3,NA,NA,2,2,NA,3,3,1,1,2,7,1,NA,2,1,1,2,7,1,2,NA,0,1,2,NA,NA,NA,NA,1,2,0,NA
"1929968",2319349,1,1,2,190,2,1,9,6,3,9,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,2,1,NA,1,1,NA,3,1,2,15,3,0,NA,0,3,NA,74,NA,NA,1,1,1,2,4,0,3,1,NA,1,4,7,4,3,4,4,11.1,11.1,52,1,0,NA,0,NA,2,NA,NA,1,1,NA,3,3,1,1,2,5,1,NA,2,1,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1086066",2321203,1,1,2,190,2,1,9,6,1,9,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,0,0,0,0,1,3,5,1,1,NA,1,1,NA,3,1,1,11,2,0,NA,0,15,NA,51,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,13.1,11.2,62,1,0,NA,0,NA,2,NA,1,2,1,NA,3,3,1,2,2,4,1,NA,2,2,1,2,10,10,2,NA,0,2,1,NA,NA,NA,NA,2,3,0,NA
"262983",2300221,1,1,2,184,2,1,4,7,2,10,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,1,3,3,3,1,1,NA,12,12,NA,5,1,1,12,1,0,NA,1,4,NA,52,2,NA,4,1,1,1,2,0,6,1,NA,1,4,7,4,3,4,4,12.1,12.2,71,1,0,NA,0,NA,4,NA,4,9,1,NA,3,3,1,1,2,4,1,NA,2,2,3,4,4,4,3,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"2169991",351955,1,1,2,186,2,2,10,8,1,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,12,3,1,NA,0,14,NA,91,3,NA,1,1,1,2,2,1,3,2,3,3,1,7,4,3,4,4,12.2,7.1,92,8,0,NA,0,NA,1,NA,1,1,1,NA,2,2,1,1,2,2,1,NA,2,2,5,4,10,10,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1640562",364146,1,1,2,187,2,1,6,3,1,8,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,2,3,6,2,1,NA,1,1,NA,3,2,1,11,3,0,NA,0,3,NA,71,1,NA,3,1,1,1,2,0,7,1,NA,3,1,7,4,3,4,4,13.3,13.3,53,1,0,NA,0,NA,2,NA,NA,1,2,NA,3,3,1,1,2,5,1,NA,2,2,4,4,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"426474",2294529,1,1,2,184,2,1,7,4,7,8,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,1,0,3,3,6,1,1,NA,7,7,NA,3,1,2,10,1,2,NA,1,7,NA,42,1,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,7.2,7.2,72,1,0,NA,0,NA,2,NA,NA,6,2,NA,2,2,1,1,2,7,1,NA,2,1,4,4,7,7,1,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"2099158",2320888,1,1,2,190,2,1,9,6,4,9,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,3,5,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,1,14,NA,22,NA,NA,1,1,1,2,2,0,5,1,NA,1,4,7,4,3,4,4,4.1,4.1,22,1,0,NA,0,NA,2,NA,NA,2,1,NA,2,2,1,2,2,4,1,NA,2,1,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"267450",2321025,1,1,2,190,2,1,9,9,8,9,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,5,2,NA,1,1,NA,3,2,1,11,2,0,NA,0,5,NA,44,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,9.1,10,92,8,0,NA,0,NA,2,NA,1,2,1,NA,4,4,1,2,2,4,1,NA,2,2,1,2,7,1,2,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"2470559",358092,1,1,2,186,2,1,7,4,3,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,2,2,1,NA,1,1,NA,3,1,1,12,3,0,NA,0,4,NA,72,NA,NA,1,1,1,2,2,0,2,1,NA,2,2,7,4,3,4,4,11.1,4.1,52,1,0,NA,0,NA,1,NA,1,2,1,NA,1,1,1,1,2,3,1,NA,2,2,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1837107",2318216,1,1,2,190,2,1,6,3,4,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,14,3,0,NA,0,5,NA,72,NA,NA,3,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,10,10,81,1,0,NA,0,NA,1,NA,NA,2,1,NA,3,3,1,1,2,2,1,NA,2,1,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"594890",2319807,1,1,2,190,2,1,9,6,2,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,6,2,1,NA,1,1,NA,6,1,1,11,3,0,NA,0,2,NA,81,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,12.4,12.4,81,1,0,NA,0,NA,1,NA,NA,2,2,NA,4,4,1,1,1,4,1,NA,2,2,1,2,7,7,2,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"104575",2338446,1,1,2,191,2,3,5,3,5,7,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,0,14,NA,26,3,NA,3,1,1,1,2,2,3,8,3,2,2,7,4,3,4,4,4.1,4.1,22,1,0,NA,0,NA,1,NA,3,1,1,NA,1,1,1,2,2,2,1,NA,2,2,5,4,7,7,4,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
